JP32, 60.96, 26.67, 180.00, JUMPER-PAD-3-2OF3_NC_BY_TRACE_LARGE, PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_LARGE
JP33, 60.96, 21.59, 180.00, JUMPER-PAD-3-2OF3_NC_BY_TRACE_LARGE, PAD-JUMPER-3-2OF3_NC_BY_TRACE_YES_SILK_LARGE
